date,title,text,link,days of week
Современная видеоаналитика обеспечит оперативное реагирование экстренных и городских служб на события в сфере безопасности и жизнедеятельности города.
""Мы вывели изображения с камер на существующие рабочие места всем оперативным диспетчерским и силовым структурам города: ЕДДС Норильска, ""Норильскавтодора"", управления жилищно-коммунального хозяйства, управления экологии и комплексного содержания территорий, отдела МВД в городе Норильске и остальных подразделений. Они активно используют их для мониторинга и контроля обстановки. Как правило, после внедрения подобных систем происходит снижение преступности на охватываемых территориях"", - подчеркнул Павел Сурихин.
По его словам, комплексная автоматизированная система видеонаблюдения помогает контролировать уборку подрядчиками снега и мусора, своевременно реагировать или предупреждать совершаемые правонарушения в общественных пространствах и дорогах города. Камеры также ""следят"" за теплыми остановочными павильонами, аэропортом и местами массового пребывания граждан.
""В следующем году, в рамках проекта, будет установлено более 350 камер. Они будут установлены на всех основных перекрестках Норильска и на площадях, где проходят массовые мероприятия"", - рассказал начальник управления информатизации и связи.
Он также добавил, что в настоящее время система работает в тестовом режиме, идет окончательная настройка системы. Реализуемый проект на текущий момент является крупнейшим телекоммуникационным проектом в Красноярском крае. Все оборудование и программное обеспечение российского производства. С 1 января 2024 г. все заведенные камеры будут полностью введены в эксплуатацию.
",https://www.comnews.ru/content/230488/1011/,Thursday
2023-11-30,ИИ использует каждая четвертая российская компания,"По состоянию на ноябрь 2023 года четверть (24%) российских компаний использует искусственный интеллект для выполнения тех или иных рабочих задач. Из них половина (49%) применяет технологии ИИ каждый день, а почти треть (30%) делает это 2-4 раза в неделю. 
Такой результат показал опрос 10 тыс. россиян, который провели Авито Работа и банка для предпринимателей и предприятий Точка. Каждый день работают с искусственным интеллектом в большей степени представители сфер транспорта и логистики (67%), общепита и гостиниц (59%), банков (58%), розничной торговли (56%) и медицины (55%).
Технологии ИИ особенно востребованы при выполнении таких задач, как работа с клиентами (37%), сбор аналитической информации (36%), оптимизация и планирование процессов (33%), вычисления (32%), обработка запросов и входящих сообщений (32%) и написание текстов (31%).
Вместе с тем, руководство бизнеса не всегда понимает, как работает ИИ какую выгоду бизнесу он может принести. При этом проекты внедрения часто сопровождаются завышенными ожиданиями.
https://www.comnews.ru/content/230385/2023-11-27/2023-w48/1008/iskusstv…

""Всем очевидно, что технологии во всех сферах нашей жизни будут усложняться, а производство модернизироваться, сокращая долю ручного труда. В основе этого процесса будут лежать нейросети и искусственный интеллект. А значит, можно с уверенностью прогнозировать рост спроса на специалистов в сфере ИИ. Поэтому уже сейчас в Skillbox мы формируем различные программы, которые позволят как познакомиться с нейросетями на базовом уровне — понять как установить и использовать в своих целях, так и в контексте конкретных профессий — очертить тот пласт функционала, который может быть покрыт с помощью технологии"", — отмечает Геннадий Залуцкий, директор департамента цифровой трансформации в Skillbox.

Задачи, для которых российские компании используют искусственный интеллект

Для каких задач компании используют искусственный интеллект


Доля


Работа с клиентами


37%


Сбор аналитической информации


36%


Оптимизация и планирование процесса


33%


Вычислительная система


32%


Обработка запросов и входящих сообщений


32%


Написание текстов


31%


Реклама и подбор товаров/сервисов/услуг для клиентов


24%


Создание визуального и/или аудиального контента


23%


Советы и прогнозирование


20%

""Технологии ИИ не способны полностью заменить работу и мышление человека, но существуют определенные блоки задач, перспективные с точки зрения цифровизации, особенно в ситуации дефицита кадров. Использование искусственного интеллекта может стать ключом к оптимизации бизнес-процессов и упрощению работы некоторых сотрудников — например, дизайнеров, копирайтеров или специалистов отдела продаж"", — комментирует директор по развитию Авито Работы Дмитрий Пучков.

",https://www.comnews.ru/content/230453/2023-11-30/2023-w48/1010/ii-ispolzuet-kazhdaya-chetvertaya-rossiyskaya-kompaniya,Thursday
2023-11-29,ИИ оценит состояние органов грудной клетки,"В Москве начал работу новый сервис искусственного интеллекта (ИИ), который находит на компьютерной томограмме (КТ) органов грудной клетки увеличенные лимфатические узлы.
КТ органов грудной клетки — одно из наиболее распространенных видов лучевых исследований, они составляют около 30 процентов от общего объема видов лучевых исследований в медицинских организациях Москвы. Алгоритмы искусственного интеллекта цветом выделяют области патологий на компьютерной томограмме. Нейросеть автоматически выполняет измерения, необходимые рентгенологу для подготовки заключения, и составляет описание. Использование технологий компьютерного зрения в здравоохранении позволяет сократить время диагностики и повысить ее точность.
""Мы продолжаем активно внедрять нейросети в ежедневную практику московских врачей. Теперь сервисы искусственного интеллекта помогают распознавать увеличение лимфатических узлов на КТ органов грудной клетки. Внутригрудная лимфаденопатия чаще всего выявляется именно томографическими методами, поэтому технологии компьютерного зрения здесь выступают как незаменимый помощник врача-рентгенолога. Они обращают внимание специалиста на ключевые изменения и автоматически проводят измерения. Такие технологии позволяют сократить время диагностики и значительно повысить ее точность. Всего у нас в лучевой диагностике работают уже 56 сервисов по 29 клиническим направлениям. Благодаря этому, почти все компьютерные томограммы органов грудной клетки в Москве обрабатываются с помощью ИИ-сервисов"", — рассказала  заместитель мэра Москвы по вопросам социального развития Анастасия Ракова.
Эксперимент по внедрению технологий компьютерного зрения в здравоохранение реализует комплекс социального развития Москвы совместно со столичным департаментом информационных технологий на базе Центра диагностики и телемедицины департамента здравоохранения Москвы. Проект соответствует целям и задачам национального проекта ""Здравоохранение"" и направлен на повышение качества и доступности оказания медицинской помощи москвичам.
""В современной медицинской практике мы сталкиваемся с огромным разнообразием клинических и рентгенологических проявлений лимфаденопатии. Поэтому внедрение искусственного интеллекта в процесс диагностики играет ключевую роль. Используя его алгоритмы, мы можем значительно повысить точность и надежность диагностики"", — отметил главный рентгенолог Москвы, директор Центра диагностики и телемедицины столичного департамента здравоохранения Юрий Васильев.
",https://www.comnews.ru/digital-economy/content/230462/1012/,Wednesday
2023-11-29,"Цифровые кафедры оправдывают ожидания, но еще есть над чем работать","К таким выводам пришли эксперты в области образования и взаимодействия с вузами во время обсуждения вопросов развития цифровых кафедр на конференции ""Цифровые кафедры. Верификация образовательных программ отраслевыми ИТ-практиками"". Спикеры выделили основные преимущества программ обучения и обозначили главные проблемы, над которыми нужно еще работать.
Директор департамента координации деятельности образовательных организаций Минобрнауки России Виталий Гришкин обозначил главные преимущества, которые могут заинтересовать студентов: ""Придя на цифровую кафедру, ты можешь получить вторую профессию и пойти по параллельной траектории, если тебе это потребуется. Но в то же время очень важно понимать, что цифровые кафедры - это не обязательно что-то параллельное с основной программой, это внутри нее. Я слышал, что на этих кафедрах учатся лишь 7% айтишников, остальные либо инженеры, либо люди других специальностей. Кроме того, цифровая кафедра позволяет больше зарабатывать. Бывали случаи, когда ребята после обучения в вузе предоставляли работодателю диплом о профессиональной переподготовке и сразу получали дополнительный функционал и оплату. Кому-то такая возможность достается сразу, а кому-то чуть позже со стажем. Но в любом случае цифровая кафедра - это возможность в дальнейшем поднять свой доход"".
https://www.comnews.ru/content/228814/2023-09-14/2023-w37/1008/studentov-zhelayuschikh-uchitsya-cifrovoy-kafedre-stalo-bolshe

Руководитель цифровой кафедры Российского государственного аграрного университета (РГАУ-МСХА) им. К.А. Тимирязева Олег Моторин объяснил, для чего нужна цифровая кафедра в аграрном вузе: ""Люди всегда будут испытывать потребность в еде. Поэтому работа тоже будет всегда. Но компетенция постепенно уходит из поля в офис. У нас уже открылся центр беспилотной авиационной системы. Отрасль стремительно технологизируется. В феврале мы откроем восемь лабораторий по кибербезопасности, искусственному интеллекту (ИИ), большим данным, биоинформатике, интернету вещей, цифровым двойникам. На прошлой неделе мы подписали контракт с одной татарстанской компанией на 240 млн руб. по разработке ИИ. Ведь в каждом хозяйстве есть стадо в несколько тысяч голов, и ими надо эффективно управлять, вовремя лечить, все мероприятия проводить. Благодаря цифровизации отрасли все это будет гораздо проще, удобнее и быстрее"".
Руководитель управления обучения и развития АО ""Трансмашхолдинг"" (производитель подвижного состава для рельсового транспорта) Александр Беляшин обратил внимание на практические занятия: ""Один из самых эффективных методов передачи данных - ""обучение через действие"". В моем понимании цифровые кафедры - это классная возможность получить недостающую практику. Когда вы сами руками реализуете проект, вы учитесь взаимодействию в проектной среде, а это уже реальная работа. И придя к работодателю, вы будете подготовлены к конкретным задачам не теоретически, а именно на практике. И всему этому можно научиться на цифровой кафедре. Ведь если в обычных вузовских направлениях существует максимум 30 часов практики, то на цифровой кафедре их гораздо больше"".
Руководитель центра по работе с вузами и академическим сообществом центра бизнес-образования и повышения квалификации ""СберУниверситет"" Дмитрий Коваленко считает, что количество программ обучения нужно урегулировать: ""Если человек получает несколько образований, одно из них точно должно быть цифровым, иначе в современном мире ему будет сложно. Какую область ни возьми, без цифры специалист становится менее востребованным. Однако у нас очень много программ обучения, около 800. Их можно сократить, но не сильно: уменьшить хотя бы до 400 с учетом того, сколько существует отраслей, ландшафтов применений. Надо определить нужные компетенции, которые важно формировать для разных специальностей, и проследить на каждом уровне, как эти компетенции выстраиваются"".
Директор департамента по взаимодействию с органами государственной власти АО ""Ситроникс"" Олеся Сафонова озвучила проблему нехватки цифровых кафедр в регионах: ""Есть проблема в том, что мало вузов имеют в структуре цифровую кафедру, даже целые регионы. Например, в Пензенской области нет ни одного университета, участвующего в проекте ""Приоритет 2030"". Соответственно, у жителей региона нет возможности учиться на цифровой кафедре рядом с домом. С этим в будущем надо что-то делать. Конечно, есть гибридный формат обучения или онлайн, но офлайн лучше всего. Поэтому цифровые кафедры нужно развивать. Существующие выводить на следующий уровень, а в других вузах - открывать новые"".
",https://www.comnews.ru/content/230436/2023-11-29/2023-w48/1008/cifrovye-kafedry-opravdyvayut-ozhidaniya-no-esche-est-nad-chem-rabotat,Wednesday
2023-11-29,Health and Nutrition автоматизировала закрытие вакансий с помощью ИИ,"Health and Nutrition (раннее - Danone) автоматизировала наем сотрудников. Это позволило сократить время работы рекрутеров на 23% и снизить время закрытия вакансий на 29% за период 2022-2023 г.
Health and Nutrition принадлежит 12 заводов и 28 складов. Объем найма составляет 1200 вакансий в год. Привлечением кадров и долгосрочной стратегией по привлечению талантов в Health and Nutrition  занимается единая команда Talent Acquisition. 
Чтобы снизить нагрузку на кадровую службу и повысить качество найма, Health and Nutrition  решили автоматизировать процесс подбора. Для этого компания привлекла  разработчика HR-решений ""Поток"", с которым сотрудничает с 2018 года. За это время удалось выстроить взаимодействие HR-специалистов с кандидатами в ATS-системе ""Поток Рекрутмент"". Была сформирована единая база, в рамках системы сотрудники кадровой службы вели подбор кандидатов на любые позиции и направления, организована публикация вакансии на платформы по подбору кадров и формировано получение HR-аналитики.
""Поток Рекрутмент"" также был интегрирован в корпоративный портал компании Health and Nutrition. Отклики от внутренних кандидатов автоматически поступают в систему, и рекрутер получает уведомление на  почту. Также сотрудники компании могут рекомендовать знакомых, нажав на кнопку ""Порекомендовать кандидата"" на портале.
Для обработки большого количества откликов на массовые позиции Health and Nutrition применили чат-бот от ""Поток"" на основе искусственного интеллекта. При попадании кандидата в систему ему отправляется сообщение в мессенджер. Если соискатель заинтересован в вакансии, а также дал корректные ответы на уточняющие вопросы, чат-бот переводит его на следующий этап, дальше с ним связывается рекрутер. Соискатели, которые не заинтересованы в предложении от Health and Nutrition, автоматически отсеиваются. 
В ATS-системе также автоматизировано получение обратной связи о процессе найма. Это позволило прозрачно оценивать эффективность подбора на руководящие позиции, выделить сильные и слабые стороны во взаимодействии рекрутера и внутреннего заказчика. 
При внедрении аналогичной системы в косметической сети ""РИВ ГОШ"" время на обработку одного кандидата удалось сократить до трех минут. Отличием было то, что косметическая сеть не применяла чат-бот.
https://www.comnews.ru/content/229684/2023-10-24/2023-w43/1010/riv-gosh…

ДОМ.РФ продемонстрировал схожие результаты.
https://www.comnews.ru/content/230014/2023-11-08/2023-w45/1010/domrf-so…

""Благодаря ATS-системе ""Поток Рекрутмент"" мы создали единое информационное пространство для HR и заказчиков, что позволило установить прозрачное взаимодействие на всех этапах подбора персонала. Мы продолжим адаптировать платформу в соответствии с нашими изменяющимися процессами и будем стремиться настроить отдельную конфигурацию для эффективного массового подбора"", — отмечает Людмила Ширяева, руководитель команды по подбору специалистов Health and Nutrition.

",https://www.comnews.ru/content/230427/2023-11-29/2023-w48/1010/health-and-nutrition-avtomatizirovala-zakrytie-vakansiy-pomoschyu-ii,Wednesday
2023-11-28,Остров СахалИИн,"Сбербанк и правительство Сахалинской области займутся развитием совместного проекта ""Остров технологий"" по ускоренной технологической трансформации региона с помощью технологий искусственного интеллекта. Об этом сообщила пресс-служба губернатора и регионального правительства.
""ИИ Сахалин"", или ""Остров технологий"", — проект по трансформации Сахалинской области в лидирующий регион России по уровню внедрения искусственного интеллекта в его управление на основе больших данных (Big Data). В рамках проекта планируется сконцентрировать технологии ИИ на территории региона, выделить физические площадки апробации этих решений.
Председатель правления Сбербанка Герман Греф отметил, что проект ""ИИ Сахалин"" открывает новый этап в развитии масштабного применения искусственного интеллекта в стране. ""Мы ставим перед собой важную цель — создать регион-маяк с решениями на основе искусственного интеллекта во всех сферах деятельности. Вместе с руководством области мы стремимся улучшить инфраструктуру, повысить благополучие и качество жизни местных жителей"", - сообщил он.
Губернатор Сахалинской области Валерий Лимаренко подчеркнул, что Сахалинская область уже несколько лет поэтапно идёт по пути цифровой трансформации и всё больше переходит к управлению регионом на основе данных, но на этом ее трансформация не заканчивается. ""Наоборот, это создаёт уникальные возможности по интеграции ИИ в большие потоки данных региона. Именно поэтому мы рады объединиться со Сбером в рамках проекта по трансформации Сахалинской области в лидирующий регион по ИИ. Отмечу, что внедрение ИИ-решений не является самоцелью. Нам важно раскрыть возможности ИИ по обеспечению безопасной и комфортной среды для жителей и гостей региона, по повышению качества здравоохранения и государственных услуг"", - пояснил глава региона.
Досье ComNews
Сбербанк — центр компетенций федерального проекта ""Искусственный интеллект"" — развивает собственные разработки на основе искусственного интеллекта и способствует внедрению ИИ-решений по всей стране. За 2023 г. при активном участии региональных правительств и партнёров было проведено более 40 дизайн-сессий, во время которых местные власти генерировали новые идеи применения искусственного интеллекта. По их итогу более 650 идей взято в работу. В 2023 г. Сбер совместно с правительством Сахалинской области, Сахалинским государственным университетом и Специальным конструкторским бюро средств автоматизации морских исследований Дальневосточного отделения Российской академии наук открыл Сахалинский центр искусственного интеллекта.
",https://www.comnews.ru/content/230437/1011/,Tuesday
2023-11-28,Рынок данных в России ждет перемен,"Об этом на конференции Ассоциации больших данных (АБД) ""Формирование экономики данных - взгляд бизнеса"" рассказал генеральный директор АНО ""Цифровая экономика"" Сергей Плуготаренко.
""В оптимистичном сценарии развития объем рынка данных может вырасти до 319 млрд руб. до конца 2024 г. и сохранить тенденцию роста на 90% с 2021 г., когда объем составлял 170 млрд руб. Мы продолжаем обсуждать концепцию стратегии развития искусственного интеллекта (ИИ) и цифрового кодекса для регулирования отрасли связи. В общем, постоянно приближаемся к пониманию, что в экономике данных тоже нужен национальный проект. Все участники рынка предлагают идеи, как он должен выглядеть, что можно упаковать в качестве мероприятий вплоть до 2030 г. Есть уже определенная концепция. Не все игроки могут быть с ней согласны. Но мы можем дальше обсуждать и делиться мнениями. Цифровая экономика в стране запущена, она работает. Мы видим результаты бизнеса, государства, общества. Россияне привыкли, что все переходит в цифру. Трансформация уже происходит у нас на глазах"", - добавил Сергей Плуготаренко.
https://www.comnews.ru/content/225578/2023-04-19/2023-w16/rynok-bolshikh-dannykh-uvelichitsya-vdvoe#:~:text=%D0%BE%D0%B1%D1%8A%D0%B5%D0%BC%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B8%D1%85%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85%20%D0%B2,%D0%BF%D0%BE%20%D1%81%D1%80%D0%B0%D0%B2%D0%BD%D0%B5%D0%BD%D0%B8%D1%8E%20%D1%81%202021%20%D0%B3.

Среди инициатив на 2024 г. АБД выделила главные: сохранение темпов роста экономики данных; регуляторная поддержка и экономическое стимулирование; развитие цифровой грамотности, компетенций и кадров; перспективные исследования технологий.
""В 2024 г. новых тем мы не планируем, будем продолжать работу по рискориентированному подходу в регулировании персональных данных и обезличенных данных. Также будем продолжать развивать все основные проекты - рыночную аналитику, маркетплейс, ежегодный форум (First Russian Data Forum). Из новых тем, которые могут иметь существенное влияние на развитие рынка данных, - это ИТ. Все более активно на публичных площадках звучит тема с постквантовой криптографией. Мы пока за ней наблюдаем. Возможно, в 2024 г. стоит в рамках технического регулирования начать вырабатывать подходы и стандарты"", - сообщила президент АБД Анна Серебряникова.
Исполнительный директор АБД Алексей Нейман рассказал о проблеме с оценкой экономики данных: ""Мы все знаем, что ряд компаний, которые оценивали рынок, закончили в каком-то виде работу в РФ. И мы попробовали сами оценить цифровую экономику. Сначала наткнулись на то, что нам не хватает данных. Мы решили начать с базового элемента - инфраструктуры и уткнулись в закрытость информации со стороны государства. Этот барьер не позволяет нам строить качественную модель с максимальной детализацией информации. Поэтому вопрос с оперативными данными быстро решить не получится. При создании экономики данных государству и лидерам рынка нужно будет работать сообща. От коммерческой организации надо брать оперативные открытые данные или внутренние инсайды, которые можно отдать в конфиденциальном виде, и на их базе считать, где мы на текущий момент находимся. В целом технологии у нас есть, средства тоже, но немного препятствует государство в плане закрытости информации, из-за чего не хватает данных"".
Директор по продуктам и технологиям больших данных ПАО ""ВымпелКом"" Константин Романов обратил внимание на проблему обучения кадров: ""Нам нужно ориентироваться на опыт некоторых стран. Например, в Корее школьников уже в пятом классе учат применять генеративные модели ИИ для решения различных задач, чтобы они создавали контент, мобильные приложения. Наши школы пока далеки от такого уровня. Пока мы будем пытаться латать дырки, которые появились за последние годы в обучении, и закрывать глаза на тот факт, что нужно кардинально менять систему образования, наверное, будем отставать от других стран. Нам нужно пересмотреть весь подход, чтобы через несколько лет появились эксперты, которые станут применять технологии не только ИИ, но и другие, которые будут со временем появляться. Тогда кардинально изменится парадигма всей экономики"".
",https://www.comnews.ru/content/230414/2023-11-28/2023-w48/1007/rynok-dannykh-rossii-zhdet-peremen,Tuesday
2023-11-28,ИИ на выезде: банки задействовали компьютерное зрение для выдачи карт ,"Банк ""Открытие"" внедрил технологию автоматического распознавания паспорта при выездном обслуживании клиентов. Программное решение на базе искусственного интеллекта разработало ООО ""Смарт Энджинс Сервис"" (российский разработчик Smart Engines). Стоимость покупки решения стороны не разглашают.
""При получении карты банка клиенту необходимо предъявить паспорт РФ, а представителю банка - сверить его данные с заявкой. После внедрения технологии процесс стал проще: представителю банка теперь нужно только сфотографировать основной разворот паспорта. Снимок отправляется на сервер в ""Открытие"", где автоматически распознается вся необходимая информация, проверяется корректность данных, введенных клиентом при заполнении заявки. Время обработки изображения составляет менее секунды. Ожидаем, что использование Smart ID Engine при выездном обслуживании позволит ускорить процесс выдачи карт на 15-20%"", - сообщает пресс-служба банка ""Открытие"".
По данным банка, система распознавания документов внедрена во внутренний информационный контур банка: изображения документов и паспортные данные клиентов ни в каком виде не передаются сторонним сервисам - обработка выполняется автономно, что обеспечивает конфиденциальность и исключает риск утечки персональных данных.
Программный продукт Smart ID Engine внесен в реестр российских программ. Как сообщила пресс-служба Smart Engines, продукт был впервые представлен в ноябре 2020 г. и пришел на замену Smart IDReader (представлен в сентябре 2016 г.), а до этого с 2015 г. поставлялся Smart PassportReader.
https://www.comnews.ru/content/230219/2023-11-17/2023-w46/1008/ii-nauchilsya-monitorit-sootvetstvie-finansovykh-operaciy-predprinimateley-trebovaniyam-banka-rossii

Данные клиентов, которые необходимо распознать, не покидают контур банка. Пресс-служба банка ""Открытие"" сообщила корреспонденту ComNews, что согласие на обработку и хранение персональных данных клиент дает при получении продукта. Пресс-служба Smart Engines дополнила, что Smart Engines в этом разрешении никак не фигурирует и не упоминается, потому что не обрабатывает данные.
По данным Банка России от 27 декабря 2022 г., Банк ВТБ (ПАО) выполнил обязательства перед Банком России по оплате акций ПАО Банк ""ФК Открытие"" в полном объеме: в соответствии с заключенным договором о реализации ПАО Банк ""ФК Открытие"" 100% акций банка переданы Банком России Банку ВТБ (ПАО).
Родион Мартынов, ведущий руководитель проектов АО ""Синимекс-Информатика"" (""Синимекс""), положительно оценил решение, поскольку заявлена существенная оптимизация времени обработки заявки. За счет минимизации человеческого фактора повышается безопасность, банк может быть уверен, что при выдаче карты предъявлен паспорт с идентичными заявке реквизитами. Следующим шагом, по его словам, могло бы быть фото паспорта рядом с лицом клиента и автоматическое сравнение лиц.
По данным Smart Engines, компания уже имеет среди разработок такое решение, но пока банк ""Открытие"" его не внедрял.
""Технологии компьютерного зрения, позволяющие сделать подобный анализ, доступны на рынке свыше пяти лет. В самих банках, насколько известно, при приеме клиента паспорт также может считываться с помощью технологий OCR (Optical character recognition). Само решение не новое, но современные подходы позволяют внедрять его в новые банковские процессы, такие как выездное обслуживание"", - считает Родион Мартынов.
